sentence_id,sentence,intent,departure,destination,intermediate
S002511,quel train de gennevilliers a bourg-madame ?,TRIP,Gennevilliers,Bourg-Madame,
S008599,Train from Paris to Bordeaux please,NOT_FRENCH,,,
S008843,Ein Zug nach Marseille bitte,NOT_FRENCH,,,
S002294,Est-ce qu'il y a un train de Venerque - Vernet a Ruelle,TRIP,Venerque - Vernet,Ruelle,
S008367,Voyage,NOT_TRIP,,,
S001103,"Bonjour, je voudeais aller d Boucau a Valence TGV Rhône-Alpes Sud",TRIP,Boucau,Valence TGV Rhône-Alpes Sud,
S002903,Bonnemain direction Sioultz-sius-Forêts,TRIP,Bonnemain,Soultz-sous-Forêts,
S003494,voyager de avallon vers courcy - brimont,TRIP,Avallon,Courcy - Brimont,
S001082,voyage de argentan a teting-sur-nied,TRIP,Argentan,Teting-sur-Nied,
S004585,Demain je pars de Dourdan La Forêt pour Pornichet,TRIP,Dourdan La Forêt,Pornichet,
S004329,Dirction AAzay-surr-Cher au depart de ois-d'Oing - Légny,TRIP,Bois-d'Oingt - Légny,Azay-sur-Cher,
S009979,123456,UNKNOWN,,,
S002491,je voudrais me rendre a saint-seurin-sur-l'isle depuis cintegabelle,TRIP,Cintegabelle,Saint-Seurin-sur-l'Isle,
S001107,Buno - Gironville Fougere,TRIP,Buno - Gironville,Fougeré,
S009461,How do I get to Marseille,NOT_FRENCH,,,
S003336,Thieux - Nantouillet - Wacquemoulin,TRIP,Thieux - Nantouillet,Wacquemoulin,
S002168,Je vais a Châteaubriant depuis Ronchamp,TRIP,Ronchamp,Châteaubriant,
S002150,Haybes puis Bannalec,TRIP,Haybes,Bannalec,
S008662,I want to go from Paris to Lyon,NOT_FRENCH,,,
S006748,bièvres mortcerf via breteil,TRIP,Bièvres,Mortcerf,Breteil
S000491,Comment allez de Houlgate a Port-de-Bouc,TRIP,Houlgate,Port-de-Bouc,
S007208,Je voudrais,NOT_TRIP,,,
S004342,Ce soir je vais de Condat - Le Lardin a Le Péage-de-Roussillon,TRIP,Condat - Le Lardin,Le Péage-de-Roussillon,
S008824,Un billete de tren por favor,NOT_FRENCH,,,
S000530,depart de selles-saint-denis arrivee a marcelcave,TRIP,Selles-Saint-Denis,Marcelcave,
S003815,De Ustaritz Jatxou jusqu'a La Ciotat - Ceyreste,TRIP,Ustaritz Jatxou,La Ciotat - Ceyreste,
S001267,Je pars de Aixe-sur-Vienne pour aller a Tiercé,TRIP,Aixe-sur-Vienne,Tiercé,
S000992,Je voudrais me rendre a Dugny - La Courneuve T11 depuis Trégonneau - Squiffiec,TRIP,Trégonneau - Squiffiec,Dugny - La Courneuve T11,
S007237,je veux aller,NOT_TRIP,,,
S007352,Ok,NOT_TRIP,,,
S000175,Y a-t-il un train de Bandol a Saint-Péray,TRIP,Bandol,Saint-Péray,
S001765,Je voudrais aller de Ozoir-la-Ferrière a Cubzac-les-Pontss,TRIP,Ozoir-la-Ferrière,Cubzac-les-Ponts,
S004944,Quel train pour aller de Tourville-la-Rivière a Ebblinghem,TRIP,Tourville-la-Rivière,Ebblinghem,
S009026,Train from Paris to Bordeaux please,NOT_FRENCH,,,
S004915,Pourriez-vous me trouver un train de La Ricamarie a Savigny-sur-Orge,TRIP,La Ricamarie,Savigny-sur-Orge,
S001360,De Herny a Corbeil-Essonnes,TRIP,Herny,Corbeil-Essonnes,
S000129,Les Deuxx Jumeaux - Thenissey,TRIP,Les Deux Jumeaux,Thenissey,
S003523,Biarrutz puis Saaint-Senoux - Pléchâtel,TRIP,Biarritz,Saint-Senoux - Pléchâtel,
S002011,Voyager de Les Églisottes-et-Chalaures vers Latour-de-Carol - Enveitg,TRIP,Les Églisottes-et-Chalaures,Latour-de-Carol - Enveitg,
S000510,je dois aller de dissay a les fontinettes demain,TRIP,Dissay,Les Fontinettes,
S002814,y a-t-il un train de teting-sur-nied a jaunay-clan,TRIP,Teting-sur-Nied,Jaunay-Clan,
S008075,partir,NOT_TRIP,,,
S006114,Je voudrais aller de L'Isle-d'Abeau a Chalais en passant par Redon,TRIP,L'Isle-d'Abeau,Chalais,Redon
S007571,au revoir,NOT_TRIP,,,
S006290,Je veux passer par Tierce pour aller de Bellenaves a Neuilly - Porte Maillot,TRIP,Bellenaves,Neuilly - Porte Maillot,Tiercé
S005857,Un train de Haubourdin a Flez-Cuzy - Tannay pour demain,TRIP,Haubourdin,Flez-Cuzy - Tannay,
S006901,De Diarville vers Rambouillet avec correspondance a Arc-et-Senans,TRIP,Diarville,Rambouillet,Arc-et-Senans
S006093,Meursault puis Étainhus - Saint-Romain puis Hirson,TRIP,Meursault,Hirson,Étainhus - Saint-Romain
S008166,hey,NOT_TRIP,,,
S004178,direction auffay au depart de saint-thégonnec,TRIP,Saint-Thégonnec,Auffay,
S006170,De Le Verdon-sur-Mer a Biot via Bonson,TRIP,Le Verdon-sur-Mer,Biot,Bonson
S001549,prendre le train de biache-saint-vaast a crépieux la pape,TRIP,Biache-Saint-Vaast,Crépieux la Pape,
S006250,Villepreux - Les Clayes Plestan via La Ciotat - Ceyreste,TRIP,Villepreux - Les Clayes,Plestan,La Ciotat - Ceyreste
S004190,Demain je pars de Lurbe-Saint-Christau pour Nyers,TRIP,Lurbe-Saint-Christau,Nyers,
S003779,J'aimerais aller de Montville a Caffiers,TRIP,Montville,Caffiers,
S006908,Train de Ker Lann a Collonges - Fontaines passant par La Menitre,TRIP,Ker Lann,Collonges - Fontaines,La Ménitré
S004812,comment aller de besançon viotte a rochy-condé,TRIP,Besançon Viotte,Rochy-Condé,
S006591,Train de Viroflay Rive Droite a Chalais passant par Sainte-Colombe,TRIP,Viroflay Rive Droite,Chalais,Sainte-Colombe
S009523,blablabla,UNKNOWN,,,
S009871,ab,UNKNOWN,,,
S001281,Depuis Magalas jusqu'a Montgeroult - Courcelles,TRIP,Magalas,Montgeroult - Courcelles,
S007363,Help,NOT_TRIP,,,
S006996,je veux passer par conlie pour aller de coarraze - nay a saint-cyprien arènes,TRIP,Coarraze - Nay,Saint-Cyprien Arènes,Conlie
S003301,Direction Novillars au depart de Coursan,TRIP,Coursan,Novillars,
S008046,Je voudrais,NOT_TRIP,,,
S004885,Merxheim - La Méaugon,TRIP,Merxheim,La Méaugon,
S004440,Je voyage de Ouges a Montgeron - Crosne,TRIP,Ouges,Montgeron - Crosne,
S000194,Je voudrais me rendre a Mamirolle depuis Niort,TRIP,Niort,Mamirolle,
S005964,Buaume-les-Dames puis Baèagles puis Vannez,TRIP,Baume-les-Dames,Vannes,Bègles
S001285,Partir de Mommenheim vers Meximieux - Pérouges,TRIP,Mommenheim,Meximieux - Pérouges,
S006999,Mâlain puis Le Trayas puis Sotteville-lès-Rouen,TRIP,Mâlain,Sotteville-lès-Rouen,Le Trayas
S000341,un train de saint-geniès-de-malgoirès a fons - saint-mamert pour demain,TRIP,Saint-Geniès-de-Malgoirès,Fons - Saint-Mamert,
S003821,quel train pour aller de bourges a chalonnes-sur-loire,TRIP,Bourges,Chalonnes-sur-Loire,
S000742,Depart Les Perrières arrivee Serquigny,TRIP,Les Perrières,Serquigny,
S000580,Comment alle de Champigny sur Yonne a Miraumont,TRIP,Champigny sur Yonne,Miraumont,
S002500,Je voucrais prendre un teain de Longueil-Anneo a Morhange,TRIP,Longueil-Annel,Morhange,
S006559,De Chevaigné a Agen en passant par Gardonne,TRIP,Chevaigné,Agen,Gardonne
S006049,de noisy-le-sec a labenne via pontrieux,TRIP,Noisy-le-Sec,Labenne,Pontrieux
S000810,Billet Niolon Farébersviller,TRIP,Niolon,Farébersviller,
S007591,partir,NOT_TRIP,,,
S004458,bédarieux coutances,TRIP,Bédarieux,Coutances,
S008967,Un biglietto per Marsiglia,NOT_FRENCH,,,
S000293,Je diis aller de Le Vert de Maisonez a Orléans,TRIP,Le Vert de Maisons,Orléans,
S008464,Il fait beau aujourd'hui,NOT_TRIP,,,
S002610,Direction Germaine au depart de Saint-Quentin-Fallavier,TRIP,Saint-Quentin-Fallavier,Germaine,
S004950,partir de stains la cerisaie t11 vers la chapelle centre,TRIP,Stains La Cerisaie T11,La Chapelle Centre,
S001698,je voudrais me rendre a evron depuis questembert,TRIP,Questembert,Évron,
S008875,Como llego a Marsella,NOT_FRENCH,,,
S002404,demain je pars de somain pour cenon,TRIP,Somain,Cenon,
S003178,je vais de bouchain a feuquières - broquiers,TRIP,Bouchain,Feuquières - Broquiers,
S007634,Un tran,NOT_TRIP,,,
S005022,Y a-t-il un train de Le Vert de Maisons a Saint-Aignan - Noyers ?,TRIP,Le Vert de Maisons,Saint-Aignan - Noyers,
S003651,Direction Marssac-sur-Tarn au depart de Annemasse,TRIP,Annemasse,Marssac-sur-Tarn,
S005800,je vais a haussmann saint-lazare depuis dormans,TRIP,Dormans,Haussmann Saint-Lazare,
S001080,Depart Albens arrivee Pessac Alouette,TRIP,Albens,Pessac Alouette,
S000074,Depart Chasse-sur-Rhône arrivee Sathonay - Rillieux,TRIP,Chasse-sur-Rhône,Sathonay - Rillieux,
S007154,Coucou,NOT_TRIP,,,
S008348,Au revoir,NOT_TRIP,,,
S004861,Mery-sur-Oise direction Cantin,TRIP,Méry-sur-Oise,Cantin,
S000679,Voyage de Provenchères-sur-Fave a Villeneuve-lès-Maguelone,TRIP,Provenchères-sur-Fave,Villeneuve-lès-Maguelone,
S006492,"Je pars de Saint-Mariens - Saint-Yzan, je passe par Le Blanc-Mesnil et j'arrive a Mareil-Marly",TRIP,Saint-Mariens - Saint-Yzan,Mareil-Marly,Le Blanc-Mesnil
S007715,Aide moi,NOT_TRIP,,,
S001162,Depart Denain arrivee Bretigny - Norges,TRIP,Denain,Bretigny - Norges,
S007820,Bonjour,NOT_TRIP,,,
S009457,Je want to go Lyon,NOT_FRENCH,,,
S008611,Vorrei andare da Parigi a Lione,NOT_FRENCH,,,
S005751,Depart Malesherbes arrivee Bornel - Belle-Eglise,TRIP,Malesherbes,Bornel - Belle-Église,
S001061,Tournay - Pont Cardinet,TRIP,Tournay,Pont Cardinet,
S003288,comment aller de niort a cavaillon,TRIP,Niort,Cavaillon,
S001312,"s'il vous plait, un trajet de saint-michel - valloire a tourville-la-rivière",TRIP,Saint-Michel - Valloire,Tourville-la-Rivière,
S007226,J'aime les trains,NOT_TRIP,,,
S005845,un train de huriel a breuil - romain,TRIP,Huriel,Breuil - Romain,
S004305,Demain je pars de Poix-de-Picardie pour Saint-Vincent-de-Tyrosse,TRIP,Poix-de-Picardie,Saint-Vincent-de-Tyrosse,
S000037,Je souhaitd aller de Saint-Victurnien a Juvisy-sur-Orge,TRIP,Saint-Victurnien,Juvisy-sur-Orge,
S004534,Je pars de Rœux pour aller a Vivoin - Beaumont,TRIP,Rœux,Vivoin - Beaumont,
S008094,albert est mon cousin,NOT_TRIP,,,
S008504,Un biglietto per Marsiglia,NOT_FRENCH,,,
S005687,Comment aller de Montfavet a Morvillars ?,TRIP,Montfavet,Morvillars,
S002753,Leval vets Vayrac,TRIP,Leval,Vayrac,
S004005,pont-de-l'arche puis rethel,TRIP,Pont-de-l'Arche,Rethel,
S003042,Prendre le train de Chambourg-sur-Indre a Rothau,TRIP,Chambourg-sur-Indre,Rothau,
S001803,partir de chessy pour trélazé,TRIP,Chessy,Trélazé,
S006379,"je pars de stephansfeld, je passe par nice saint-augustin et j'arrive a vaux-sur-seine",TRIP,Stephansfeld,Vaux-sur-Seine,Nice Saint-Augustin
S002246,Prendre le train de Breil-sur-Roya a Les Cabannes,TRIP,Breil-sur-Roya,Les Cabannes,
S008182,Hello,NOT_TRIP,,,
S004218,je pars de herrlisheim pour aller a clichy - levallois,TRIP,Herrlisheim,Clichy - Levallois,
S008475,Bonsoir,NOT_TRIP,,,
S008311,Il fait beau aujourd'hui,NOT_TRIP,,,
S003565,comment aller de ailly-sur-somme a dordives ?,TRIP,Ailly-sur-Somme,Dordives,
S009115,Train from Paris to Bordeaux please,NOT_FRENCH,,,
S000805,De Saintes jusqu'a Reignac-sur-Indre,TRIP,Saintes,Reignac-sur-Indre,
S008397,Tu fais quoi,NOT_TRIP,,,
S005952,"Je pars de Naintré, je passe par Charbonnières-les-Bains et j'arrive a Faulquemont",TRIP,Naintré,Faulquemont,Charbonnières-les-Bains
S007349,Coucou,NOT_TRIP,,,
S002046,comment aller de apach a riom - chatel-guyon ?,TRIP,Apach,Riom - Châtel-Guyon,
S005478,Depuis Béna-Fanes jusqu'a Ogeu-les-Bains,TRIP,Béna-Fanes,Ogeu-les-Bains,
S000747,Je me eend a Le Liorann depuis Versailles Raive Droite,TRIP,Versailles Rive Droite,Le Lioran,
S007130,Tu fais quoi,NOT_TRIP,,,
S007162,Je veux aller,NOT_TRIP,,,
S006526,aller de yutz a mouy - bury avec un arret a saint-hilaire-sur-helpe,TRIP,Yutz,Mouy - Bury,Saint-Hilaire-sur-Helpe
S000199,Me rendre de Cessieu a Villenave-d'Ornon,TRIP,Cessieu,Villenave-d'Ornon,
S002992,Un billet de Bellignat a Mézidon-Canon,TRIP,Bellignat,Mézidon-Canon,
S003208,depuis reignier-ésery jusqu'a margival,TRIP,Reignier-Ésery,Margival,
S006107,de pompey a chanac via ruffec,TRIP,Pompey,Chanac,Ruffec
S008177,d'accord,NOT_TRIP,,,
S001179,Je me rends a Pont-de-l'Arche depuis Aubazines - Saint-Hilaire,TRIP,Aubazines - Saint-Hilaire,Pont-de-l'Arche,
S007024,Demain,NOT_TRIP,,,
S008233,Demain,NOT_TRIP,,,
S002494,je voudrais me rendre a fretin depuis pers,TRIP,Pers,Fretin,
S003075,Train de Mennecy a Avignon TGV,TRIP,Mennecy,Avignon TGV,
S004561,je souhaite aller de la bonneville-sur-iton a port-sainte-marie,TRIP,La Bonneville-sur-Iton,Port-Sainte-Marie,
S002608,ecole-valentin vers port-vendres,TRIP,École-Valentin,Port-Vendres,
S005142,Je dois aller de Givet a Saint-Martory demain,TRIP,Givet,Saint-Martory,
S005480,Depart Dompierre Sept Fons arrivee La Défense,TRIP,Dompierre Sept Fons,La Défense,
S002966,Partir de Zillisheim pour Dambach-la-Ville,TRIP,Zillisheim,Dambach-la-Ville,
S008035,aujourd'hui,NOT_TRIP,,,
S006162,Train de Chamelet a La Brigue passant par Meymac,TRIP,Chamelet,La Brigue,Meymac
S002725,Matzenheim - Pernes - Camblain,TRIP,Matzenheim,Pernes - Camblain,
S006321,De Vauvert a Liévin via Sillé-le-Guillaume,TRIP,Vauvert,Liévin,Sillé-le-Guillaume
S005940,Je voudrais me rendre a La Ferté-Milon depuis Prunay,TRIP,Prunay,La Ferté-Milon,
S002942,billet revin puget-ville,TRIP,Revin,Puget-Ville,
S005986,De Uzerche vers Maille avec correspondance a Bengy-sur-Craon,TRIP,Uzerche,Maillé,Bengy-sur-Craon
S004069,comment aller de lyon jean macé a lothiers ?,TRIP,Lyon Jean Macé,Lothiers,
S006790,train de courcy - brimont a la ferté-alais passant par la cave,TRIP,Courcy - Brimont,La Ferté-Alais,La Cave
S004181,voyager de iteuil vers hoerdt,TRIP,Iteuil,Hoerdt,
S009659,lorem ipsum,UNKNOWN,,,
S002462,Montferrand - Thoraise puis Albert,TRIP,Montferrand - Thoraise,Albert,
S000465,Partir de Lunas pour Le Croisic,TRIP,Lunas,Le Croisic,
S006537,De Reignac-sur-Indre vers Livry-sur-Seine avec correspondance a Montreuil sur Mer,TRIP,Reignac-sur-Indre,Livry-sur-Seine,Montreuil sur Mer
S006867,Orange puis Raismes puis Étival-Clairefontaine,TRIP,Orange,Étival-Clairefontaine,Raismes
S009348,Quiero ir de Paris a Lyon,NOT_FRENCH,,,
S009950,,UNKNOWN,,,
S000573,depart raves-ban-de-laveline arrivee chézy-sur-marne,TRIP,Raves-Ban-de-Laveline,Chézy-sur-Marne,
S002095,Je souhaite aller de Allenc a Salses-le-Chateau,TRIP,Allenc,Salses-le-Château,
S002068,est-ce qu'il y a un train de villaines-sous-bois a saint-bonnet-de-rochefort,TRIP,Villaines-sous-Bois,Saint-Bonnet-de-Rochefort,
S005975,Wattignies - Templemars Sept-Saulx via Remy,TRIP,Wattignies - Templemars,Sept-Saulx,Remy
S000168,partir de cransac pour gennevilliers,TRIP,Cransac,Gennevilliers,
S007726,Au revoir,NOT_TRIP,,,
S001222,Partir de Tressin vers Théoule-sur-Mer,TRIP,Tressin,Théoule-sur-Mer,
S002924,je vais de châlons-en-champagne a champagne-ardenne tgv,TRIP,Châlons-en-Champagne,Champagne-Ardenne TGV,
S009693,123456,UNKNOWN,,,
S007650,albert est mon cousin,NOT_TRIP,,,
S007667,Demain,NOT_TRIP,,,
S000357,ce soir je vais de domblans - voiteur a dieulouard,TRIP,Domblans - Voiteur,Dieulouard,
S001003,J'aumerqis un billet de Lapeyrouse a Aiosuerey,TRIP,Lapeyrouse,Aiserey,
S001916,Voyage de Pontrieux Halte a Sarreguemines,TRIP,Pontrieux Halte,Sarreguemines,
S004360,Je vais de Saint-Joseph le Castellas a Gargan,TRIP,Saint-Joseph le Castellas,Gargan,
S009574,test test test,UNKNOWN,,,
S007119,Mon ami Lyon va bien,NOT_TRIP,,,
S000890,partir de lafarge pour la hume,TRIP,Lafarge,La Hume,
S004920,Est-ce qu'il y a un train de Nanterre La Folie a Diemeringen,TRIP,Nanterre La Folie,Diemeringen,
S005709,Prendre le train de Lancerf a Maubeuge,TRIP,Lancerf,Maubeuge,
S004438,Quel train pour aller de Olonne-sur-Mer a Saint-Brieuc,TRIP,Olonne-sur-Mer,Saint-Brieuc,
S003025,Chantilly - Gouvieux vers Boutigny-sur-Essonne,TRIP,Chantilly - Gouvieux,Boutigny-sur-Essonne,
S003064,Depuis Suevres jusqu'a Gestel,TRIP,Suèvres,Gestel,
S000156,Rivesaltes Saint-Marcel,TRIP,Rivesaltes,Saint-Marcel,
S008807,I want to go from Paris to Lyon,NOT_FRENCH,,,
S005248,depuis grenoble jusqu'a rosheim,TRIP,Grenoble,Rosheim,
S001501,je voyage de pont-de-veyle a sorgues - châteauneuf-du-pape,TRIP,Pont-de-Veyle,Sorgues - Châteauneuf-du-Pape,
S002446,est-ce qu'il y a un train de quillan a verneuil-sur-avre,TRIP,Quillan,Verneuil-sur-Avre,
S001729,Voyager de Nurieux-Volognat vers La Fresnais,TRIP,Nurieux-Volognat,La Fresnais,
S002755,Un train de Herrlisheim-près-Colmar a Ranguin pour demain,TRIP,Herrlisheim-près-Colmar,Ranguin,
S002131,Depart de Bellenaves arrivee a Neufchâtel-Hardelot,TRIP,Bellenaves,Neufchâtel-Hardelot,
S005729,depart de nantiat arrivee a bischoffsheim,TRIP,Nantiat,Bischoffsheim,
S009131,Un biglietto per Marsiglia,NOT_FRENCH,,,
S001840,Je veux prendre le train de Pont-de-Buis a Kalhausen,TRIP,Pont-de-Buis,Kalhausen,
S003410,Labouheyre Quiberon,TRIP,Labouheyre,Quiberon,
S000797,quel train de tours a foix ?,TRIP,Tours,Foix,
S005666,Morhange direction Biache-Saint-Vaast,TRIP,Morhange,Biache-Saint-Vaast,
S004814,un train de maisse a seugy,TRIP,Maisse,Seugy,
S007750,il fait beau aujourd'hui,NOT_TRIP,,,
S001051,De Niederbronn-les-Bains a Saint-Martin du Touch,TRIP,Niederbronn-les-Bains,Saint-Martin du Touch,
S007686,Ok,NOT_TRIP,,,
S005578,"bonjour, je voudrais aller de saint-roch a lezoux",TRIP,Saint-Roch,Lezoux,
S000424,y a-t-il un train de obernai a valdahon camp militaire ?,TRIP,Obernai,Valdahon Camp Militaire,
S005227,Y a-t-il un train de Saint-Louis a Saint-Sulpice - Auteuil ?,TRIP,Saint-Louis,Saint-Sulpice - Auteuil,
S000487,Y a-t-il un train de Survilliers - Fosses a Marbache,TRIP,Survilliers - Fosses,Marbache,
S000799,Voyage de Le Bousquet-d'Orb a Fourqueux - Bel-Air,TRIP,Le Bousquet-d'Orb,Fourqueux - Bel-Air,
S004829,Partir de Aigrefeuille le Thou vers Molsheim,TRIP,Aigrefeuille le Thou,Molsheim,
S000857,Voyager de Saint-Agnan vers Mézidon-Canon,TRIP,Saint-Agnan,Mézidon-Canon,
S006670,Je veux passer par Fourchambault pour aller de Le Buet a Futuroscope,TRIP,Le Buet,Futuroscope,Fourchambault
S001397,Aller de Aixe-sur-Vienne a Ouges,TRIP,Aixe-sur-Vienne,Ouges,
S006826,Aller de Saint-Mathurin-sur-Loire a Saverne avec un arret a Lamotte-Beuvron,TRIP,Saint-Mathurin-sur-Loire,Saverne,Lamotte-Beuvron
S005567,Esg-ce qu'il y a un train de Plouiigneau z Montmédy,TRIP,Plouigneau,Montmédy,
S000612,J'aimerais un billet de Puteaux a Les Sables-d'Olonne,TRIP,Puteaux,Les Sables-d'Olonne,
S009293,Train from Paris to Bordeaux please,NOT_FRENCH,,,
S004969,de vigeois a angers saint-laud,TRIP,Vigeois,Angers Saint-Laud,
S005224,Je voudrais me rendre a Issoudun depuis Étréchy,TRIP,Étréchy,Issoudun,
S005447,Demain je pars de Latour-de-Carol - Enveitg pour Pontcharra - Saint-Forgeux,TRIP,Latour-de-Carol - Enveitg,Pontcharra - Saint-Forgeux,
S003396,J'aimerais un billet de La Barre Ormesson a Persan - Beaumont,TRIP,La Barre Ormesson,Persan - Beaumont,
S007710,Nice de te rencontrer,NOT_TRIP,,,
S004198,Je veux me rendre a Estavar en partant de Rungis La Fraternelle,TRIP,Rungis La Fraternelle,Estavar,
S003794,je pars de anthéor cap roux et je vais a bournezeau,TRIP,Anthéor Cap Roux,Bournezeau,
S000451,Ce soir je vais de Lezoux a Nangis,TRIP,Lezoux,Nangis,
S006106,aller de la bohalle a conlie avec un arret a villeparisis - mitry-le-neuf,TRIP,La Bohalle,Conlie,Villeparisis - Mitry-le-Neuf
S006799,Wingen-sur-Moder Coutras via Le Vert de Maisons,TRIP,Wingen-sur-Moder,Coutras,Le Vert de Maisons
S008761,Un biglietto per Marsiglia,NOT_FRENCH,,,
S001306,Comment aller de Maurois a Bénesse-Maremne ?,TRIP,Maurois,Bénesse-Maremne,
S009282,I want aller a Paris,NOT_FRENCH,,,
S004951,Aller de Thenon a Villiers-sur-Marne - Le Plessis-Trévise,TRIP,Thenon,Villiers-sur-Marne - Le Plessis-Trévise,
S004996,Depart Miribel arrivee Mommenheim,TRIP,Miribel,Mommenheim,
S005034,Depart de Les Sables-d'Olonne arrivee a Paris Gare du Nord,TRIP,Les Sables-d'Olonne,Paris Gare du Nord,
S004599,Je voudrais me rendre a Naucelle depuis Dol-de-Bretagne,TRIP,Dol-de-Bretagne,Naucelle,
S005865,Partir de Les Cabrils pour Mayet,TRIP,Les Cabrils,Mayet,
S007781,J'ai rencontre Marseille hier,NOT_TRIP,,,
S008882,Wie komme ich nach Bordeaux,NOT_FRENCH,,,
S004495,Est-ce qu'il y a un train de Saint-Chamond a Vendenheim,TRIP,Saint-Chamond,Vendenheim,
S007048,Albert est mon cousin,NOT_TRIP,,,
S003395,Je vais de Bagneaux-sur-Loing a Bétaille,TRIP,Bagneaux-sur-Loing,Bétaille,
S005876,Je voudrais prendre un train de Rombas - Clouange a Limoux,TRIP,Rombas - Clouange,Limoux,
S001891,Aller de Tourville-la-Rivière a Limeray,TRIP,Tourville-la-Rivière,Limeray,
S007754,Mon ami Lyon va bien,NOT_TRIP,,,
S006897,Aller de Saint-Laurent-de-la-Prée - Fouras a Champ de Mars Tour Eiffel avec un arret a Ambazac,TRIP,Saint-Laurent-de-la-Prée - Fouras,Champ de Mars Tour Eiffel,Ambazac
S007202,Qu'est-ce que tu peux faire,NOT_TRIP,,,
S000678,un billet de ozoir-la-ferrière a saint-ouen-l'aumône,TRIP,Ozoir-la-Ferrière,Saint-Ouen-l'Aumône,
S003299,gièvres puis châteauneuf-sur-cher,TRIP,Gièvres,Châteauneuf-sur-Cher,
S005681,vaas beaulieu-sur-mer,TRIP,Vaas,Beaulieu-sur-Mer,
S005012,Je vais de Saint-Louis a Sommery,TRIP,Saint-Louis,Sommery,
S000333,Un billet de Avignon TGV a Varennes-sur-Fouzon,TRIP,Avignon TGV,Varennes-sur-Fouzon,
S007663,nancy est ma soeur,NOT_TRIP,,,
S001463,Quel train pour aller de Chanac a Houlgate,TRIP,Chanac,Houlgate,
S004975,J'aimerais aller de Chezy-sur-Marne a Creteil Pompadour,TRIP,Chézy-sur-Marne,Créteil Pompadour,
S007838,d'accord,NOT_TRIP,,,
S001778,Quel train pojr aller de Serres a Beesançon Mouillère,TRIP,Serres,Besançon Mouillère,
S005274,Direction Feuquerolles au depart de Romorantin-Lanthenay,TRIP,Romorantin-Lanthenay,Feuquerolles,
S001280,je veux prendre le train de beaurainville a venerque - vernet,TRIP,Beaurainville,Venerque - Vernet,
S000324,de brest jusqu'a muizon,TRIP,Brest,Muizon,
S005232,Je me rends a Bruyères-sur-Oise depuis Carbonne,TRIP,Carbonne,Bruyères-sur-Oise,
S001260,un train de challans a jarrie - vizille,TRIP,Challans,Jarrie - Vizille,
S006410,je veux passer par hargicourt - pierrepont pour aller de arpajon a lauterbourg,TRIP,Arpajon,Lauterbourg,Hargicourt - Pierrepont
S005214,je souhaite aller de le grand jardin a luc,TRIP,Le Grand Jardin,Luc,
S000884,Me rendre de Saint-Erme-Outre-et-Ramecourt a Reims,TRIP,Saint-Erme-Outre-et-Ramecourt,Reims,
S007800,Genial,NOT_TRIP,,,
S000378,je souhaite aller de tanus a hatrize,TRIP,Tanus,Hatrize,
S003603,Je pars de Chanteloup-les-Vignes et je vais a Montreuil,TRIP,Chanteloup-les-Vignes,Montreuil,
S008832,What is the best route,NOT_FRENCH,,,
S007594,Comment ca marche,NOT_TRIP,,,
S000009,Direction Bantzenheim au ddepart de Épinay-sur-Seine T11,TRIP,Épinay-sur-Seine T11,Bantzenheim,
S008805,Un biglietto per Marsiglia,NOT_FRENCH,,,
S009775,a,UNKNOWN,,,
S001612,Je me reends a Nort-suor-Erdre depuis Conlie,TRIP,Conlie,Nort-sur-Erdre,
S002364,Quel train our aller de Saint-Agnnan a Dieppr,TRIP,Saint-Agnan,Dieppe,
S000576,Comment aller de Besancon Mouillere a Notre-Dame de Briancon,TRIP,Besançon Mouillère,Notre-Dame de Briançon,
S004933,Me rendre de Montataire a Dingé,TRIP,Montataire,Dingé,
S004752,Pont de Sallaumines - Acheres Ville,TRIP,Pont de Sallaumines,Achères Ville,
S007711,hey,NOT_TRIP,,,
S001521,J'aimerais aller de Les Abrets - Fitilieu a L'Arbresle,TRIP,Les Abrets - Fitilieu,L'Arbresle,
S001460,Me rendre de Beaumont-le-Roger a Gundershoffen,TRIP,Beaumont-le-Roger,Gundershoffen,
S002388,Direction Guichen - Bourg-des-Comptes au depart de Callac,TRIP,Callac,Guichen - Bourg-des-Comptes,
S007772,Comment ca marche,NOT_TRIP,,,
S006761,Champs - Saint-Bris Munchhausen via Montérolier - Buchy,TRIP,Champs - Saint-Bris,Munchhausen,Montérolier - Buchy
S007822,Je voudrais,NOT_TRIP,,,
S005324,Voyager de Le Genest-Saint-Isle vers Compans,TRIP,Le Genest-Saint-Isle,Compans,
S001973,Est-ce qu'il y a un train de Saint-Cyr-en-Val La Source a Auvers-sur-Oise,TRIP,Saint-Cyr-en-Val La Source,Auvers-sur-Oise,
S008288,help,NOT_TRIP,,,
S000859,De Kogenheim jusqu'a Freistroff,TRIP,Kogenheim,Freistroff,
S003104,demain je pars de voujeaucourt pour andorre – l’hospitalet,TRIP,Voujeaucourt,Andorre – l’Hospitalet,
S009294,I want aller a Paris,NOT_FRENCH,,,
S007068,Au revoir,NOT_TRIP,,,
S000974,Un train de Vanves - Malakoff a Montaigut-le-Blanc,TRIP,Vanves - Malakoff,Montaigut-le-Blanc,
S009850,qwerty,UNKNOWN,,,
S009082,Ich mochte von Paris nach Lyon fahren,NOT_FRENCH,,,
S007193,je veux aller,NOT_TRIP,,,
